COP
1.1309994628030466
1.15010161514045
1.1698199659403343
1.1958543509808095
1.2220427856369085
1.2411449379743047
1.2517743614523624
1.2400665906649309
1.1792169924934015
1.1547231036091787
1.1641201301622388
1.1598067409247719
1.1285346689530655
1.1530285578373025
1.1038867304531976
1.0809333377251988
1.1040407800688286
1.105273176993819
1.0699958150159006
1.0162324991630811
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0579799449972285
1.120986237787477
1.1722847597903154
1.2248156787181443
1.2778087464928412
1.3067700742301742
1.3277208219550554
1.3455905773674526
1.3560659512298927
1.357914546617382
1.3548335543049002
1.3409690888987296
1.2724170099460004
1.1966245990589286
1.1240672300999677
1.0787766431064654
1.0578258953815975
1.042420933819173
1.020699938016179
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0162324991630811
1.1145161539312767
1.1881518701996043
1.273033208408492
1.321712886945713
1.339428592742487
1.3428176842862185
1.2861274257365416
1.2144943544713271
1.1621174851591292
1.1348507031936492
1.1411667374342471
1.171976660559075
1.2265102244900135
1.2962947003677368
1.3429717339018432
1.3529849589174106
1.348363470448687
1.3395826423581116
1.3429717339018432
1.3477472719861896
1.3013783376833317
1.232980308346221
1.1960084005964333
1.1816817863433897
1.1601148401560124
1.1128216081594076
1.0288645676442627
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0448857276691683
1.0619852350034478
1.0544368038378593
1.02085398763181
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0944897039001376
1.1826060840371326
1.2449961783649073
1.2710305634053825
1.2784249449553364
1.2764222999522268
1.2785789945709602
1.282276185345939
1.289824616511524
1.308926768848913
1.332958508886275
1.343741981979964
1.3460527262143254
1.3340368561956444
1.3195561923269743
1.312469910008268
1.3015323872989573
1.280581639574077
1.2526986591461124
1.216342949858813
1.1759819505653013
1.1239131804843367
1.0924870588970066
1.0977247458282449
1.1242212797155844
1.170898313249701
1.2593227926179473
1.3172454480926152
1.348363470448687
1.3591469435423749
1.364692729704844
1.365771077014212
1.3656170273985877
1.364692729704844
1.3634603327798502
1.362998183932978
1.3617657870079851
1.35745239777051
1.3576064473861333
1.3580685962330061
1.3557578519986444
1.3525228100705382
1.3414312377456006
1.3200183411738493
1.305383627689558
1.3170913984769896
1.3153968527051259
1.2970649484458558
1.2876679218927833
1.2953704026739885
1.321712886945713
1.351444462761169
1.364384630473595
1.3699304166360635
1.3716249624079282
1.371779012023552
1.3716249624079282
1.3719330616391767
1.3711628135610567
1.3703925654829359
1.3686980197110694
1.3670034739392047
1.365771077014212
1.365000828936092
1.3656170273985877
1.3662332258610839
1.366695374707957
1.366079176245461
1.363614382395474
1.361149588545488
1.3582226458486304
1.3546795046892752
1.3505201650674246
1.3468229742924454
1.346668924676821
1.350982313914297
1.3559119016142684
1.3591469435423749
1.3588388443111263
1.3580685962330061
1.348825619295559
1.326642474645686
1.2402206402805547
1.1075839212281835
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0139217549287167
1.1248374781780797
1.0793928415689749
1.0
1.0598285403847
1.027786220334903
1.0063733237631425
1.012843407619357
1.104502928915693
1.1635039316997435
1.1970867479058072
1.2166510490900677
1.190308564818345
1.0448857276691683
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0062192741475116
1.1567257486122884
1.2389882433555641
1.2887462692021572
1.3223290854082101
1.3534471077642827
1.3628441343173532
1.3623819854704817
1.3679277716329494
1.3779409966485163
1.3774788478016449
1.3760924012610278
1.3748600043360346
1.3773247981860202
1.3810219889609971
1.3814841378078722
1.3813300881922483
1.3784031454953913
1.378095046264141
1.3785571951110143
1.373165458564169
1.3756302524141564
1.3811760385766227
1.3825624851172407
1.3825624851172407
1.3821003362703692
1.3810219889609971
1.3790193439578866
1.3740897562579146
1.369622317404815
1.3654629777829639
1.3639224816267221
1.3560659512298927
1.345282478136205
1.3335747073487711
1.3096970169270339
1.2925975095927527
1.283662631886557
1.2778087464928412
1.241607086821169
1.1932355075151975
1.1428612832061162
1.1105108639250432
1.1040407800688286
1.137007397812404
1.2115674117744746
1.3184778450176076
1.3648467793204668
1.3679277716329494
1.366079176245461
1.366387275476709
1.368235870864198
1.3691601685579426
1.368852069326695
1.3648467793204668
1.3460527262143254
1.2853571776584225
1.2220427856369085
1.1952381525183142
1.1776764963371633
1.1599607905403886
1.1611931874653791
1.1769062482590442
1.1941598052089475
1.1957003013651857
1.1641201301622388
1.1098946654625337
1.053974654990995
1.0522801092191258
1.0972625969813663
1.1584202943841504
1.2148024537025748
1.245304277596155
1.2300533656493684
1.1433234320529948
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0507396130628877
1.1926193090527022
1.3247938792581984
1.3673115731704524
1.3742438058735384
1.371779012023552
1.3702385158673112
1.3697763670204397
1.3690061189423188
1.3690061189423188
1.3699304166360635
1.3708547143298073
1.3711628135610567
1.371008763945432
1.3705466150985597
1.368852069326695
1.368852069326695
1.369622317404815
1.3694682677891903
1.3690061189423188
1.368852069326695
1.3690061189423188
1.369622317404815
1.3693142181735665
1.3700844662516873
1.3700844662516873
1.3702385158673112
1.371008763945432
1.3714709127923044
1.3694682677891903
1.3677737220173256
1.3697763670204397
1.3677737220173256
1.365154878551715
1.363306283164226
1.3645386800892187
1.3626900847017298
1.35745239777051
1.3520606612236652
1.345282478136205
1.3141644557801335
1.2761142007209756
1.104502928915693
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.056593498456607
1.1362371497342707
1.2366774991211997
1.3275667723394307
1.3637684320110992
1.3677737220173256
1.3676196724017018
1.3683899204798218
1.369622317404815
1.3707006647141835
1.3708547143298073
1.3722411608704252
1.371779012023552
1.368235870864198
1.366387275476709
1.368852069326695
1.3673115731704524
