Time;Elec_Central;PV;Wind;Heating;Cooling
"2025-01-01 00;00";load;Generation;Generation;load;load
s;MW;MW;MW;MW;MW
true;true;true;true;true;true
295200;0.21618138059712982;2.1080999999999998e-06;0.035137999999999996;0.889119;0.0
298800;0.22450250406132158;2.4794e-06;0.038259;0.8545410000000001;0.0
302400;0.21995657319319364;2.5907e-06;0.041634;0.820774;0.0
306000;0.21545266125812185;1.9913e-06;0.043548;0.786908;0.0
309600;0.21215898075307912;1.0054e-06;0.042154000000000004;0.751014;0.0
313200;0.22070541794970358;2.514e-07;0.040629;0.724367;0.0
316800;0.20336736239346814;0.0;0.037935;0.718895;0.0
320400;0.20940583612153432;0.0;0.036929000000000003;0.749768;0.0
324000;0.22180147293180855;0.0;0.036215000000000004;0.808964;0.0
327600;0.23051423717566355;0.0;0.03276;0.8161470000000001;0.0
331200;0.20338703584029225;0.0;0.031872;0.769558;0.0
334800;0.16559462607903286;0.0;0.034656;0.735915;0.0
338400;0.10657278465968621;0.0;0.03517;0.742515;0.0
342000;0.08258665130133147;0.0;0.037551;0.751057;0.0
345600;0.06833489213537154;0.0;0.041299;0.744282;0.0
349200;0.0660492576123283;0.0;0.046095;0.75817;0.0
352800;0.06603276149636053;0.0;0.050473;0.76486;0.0
356400;0.06176382615556686;0.0;0.055128;0.762285;0.0
360000;0.0966757675509773;0.0;0.06264800000000001;0.753576;0.0
363600;0.18135770410227145;0.0;0.069673;0.749146;0.0
367200;0.23286700104185973;0.0;0.071203;0.759731;0.0
370800;0.221440583394667;0.0;0.069667;0.78669;0.0
374400;0.20581695275252687;0.0;0.0731;0.8018289999999999;0.0
378000;0.19183809836593652;4.5250000000000006e-07;0.081541;0.8002849999999999;0.0
381600;0.21538176048418425;1.4025000000000001e-06;0.08065800000000001;0.780347;0.0
385200;0.21427137010105593;1.7244e-06;0.079459;0.74862;0.0
388800;0.22507459352370027;1.6515999999999998e-06;0.075735;0.718357;0.0
392400;0.21502549147082972;1.3513999999999999e-06;0.07176;0.688723;0.0
396000;0.2041531406275074;7.772e-07;0.072157;0.657975;0.0
399600;0.21695230477548796;2.477e-07;0.07014;0.635882;0.0
403200;0.19008355776521305;0.0;0.067001;0.632888;0.0
406800;0.19978220318575174;0.0;0.06610200000000001;0.662505;0.0
410400;0.2227979101295129;0.0;0.060056;0.717989;0.0
414000;0.24383291475586844;0.0;0.06272;0.7280800000000001;0.0
417600;0.20465112093315177;0.0;0.061265;0.690457;0.0
421200;0.17829409506759875;0.0;0.057832;0.664414;0.0
424800;0.11292840791403112;0.0;0.06321500000000001;0.674885;0.0
428400;0.08064560466585896;0.0;0.053873;0.687505;0.0
432000;0.06986771371306559;0.0;0.052433;0.686356;0.0
435600;0.06401635986979833;0.0;0.046189999999999995;0.704505;0.0
439200;0.062237664475478745;0.0;0.042752000000000005;0.7162540000000001;0.0
442800;0.06496678678236818;0.0;0.03976;0.719444;0.0
446400;0.095349074783215;0.0;0.038266;0.7167899999999999;0.0
450000;0.1846640259143969;0.0;0.036778;0.718078;0.0
453600;0.2394850476680306;0.0;0.037234;0.7337100000000001;0.0
457200;0.21096991906229814;0.0;0.033331000000000006;0.765261;0.0
460800;0.20531866863673093;0.0;0.032388;0.785369;0.0
464400;0.203981339079664;5.711e-07;0.030721000000000002;0.7889160000000001;0.0
468000;0.21289798141378888;1.7922999999999998e-06;0.026245;0.773817;0.0
471600;0.22394372045478378;3.2277e-06;0.020162;0.7462920000000001;0.0
475200;0.22483819040240144;4.1769e-06;0.018732;0.719412;0.0
478800;0.22069538470055078;4.0813e-06;0.019341999999999998;0.692356;0.0
482400;0.2084684806950422;3.1338999999999998e-06;0.016848;0.66339;0.0
486000;0.22137587193915206;1.1452999999999999e-06;0.016071000000000002;0.6424650000000001;0.0
489600;0.20618199874154103;0.0;0.018212;0.640284;0.0
493200;0.20918574284294583;0.0;0.01878;0.670639;0.0
496800;0.22177698343830582;0.0;0.018751;0.726731;0.0
