Time;Elec_Central;ElecLoadVehicles;H2LoadVehicles;PV;Wind;Heating_Central;Cooling_Central
2025-01-01 00:00;load;load;Massflow;Generation;Generation;load;load
s;MW;MW;kg/h;MW;MW;MW;MW
true;true;true;true;true;true;true;true
216000;0.2322250947595203;0.0285;2.357865837;6.0793e-05;0.02984;0.808495;0.0
219600;0.22095616166659082;0.0285;2.357865837;4.9168e-05;0.033114;0.780532;0.0
223200;0.2110655370404564;0.0285;2.357865837;2.5063e-05;0.026292000000000003;0.750321;0.0
226800;0.21233529206757157;0.0285;2.357865837;9.516999999999999e-06;0.024418;0.729114;0.0
230400;0.19961758672846258;0.0285;2.357865837;0.0;0.028477;0.729165;0.0
234000;0.20850304743194362;0.0285;2.357865837;0.0;0.032015999999999996;0.766439;0.0
237600;0.21669530334139425;0.0285;2.357865837;0.0;0.031521;0.8335199999999999;0.0
241200;0.23037798590016512;0.0285;2.357865837;0.0;0.027229;0.8476520000000001;0.0
244800;0.21154030128076265;0.0285;2.357865837;0.0;0.020992;0.805674;0.0
248400;0.169211948120986;0.0285;2.357865837;0.0;0.018103;0.776605;0.0
252000;0.1077596964453001;0.0285;2.357865837;0.0;0.019967;0.7897609999999999;0.0
255600;0.08133752958897984;0.0285;2.357865837;0.0;0.01933;0.805055;0.0
259200;0.06789825515798815;0.0285;2.357865837;0.0;0.016143;0.803844;0.0
262800;0.06528829215707821;0.0285;2.357865837;0.0;0.014469;0.824863;0.0
266400;0.06637158531477007;0.0285;2.357865837;0.0;0.014845;0.838017;0.0
270000;0.06426209018069964;0.0285;2.357865837;0.0;0.017009;0.840808;0.0
273600;0.09836686309309284;0.0285;2.357865837;0.0;0.01891;0.836453;0.0
277200;0.1847567344101107;0.0285;2.357865837;0.0;0.021941;0.836409;0.0
280800;0.2330591083085125;0.0285;2.357865837;0.0;0.027191;0.852761;0.0
284400;0.21079102508449282;0.0285;2.357865837;0.0;0.030726;0.8872340000000001;0.0
288000;0.2097373146496932;0.0285;2.357865837;0.0;0.032884000000000004;0.908045;0.0
291600;0.18848478559889448;0.0285;2.357865837;4.417e-06;0.032448;0.909408;0.0
295200;0.20999620558537488;0.0285;2.357865837;2.1081e-05;0.035137999999999996;0.889119;0.0
298800;0.2164637567433737;0.0285;2.357865837;2.4794e-05;0.038259;0.8545410000000001;0.0
302400;0.22504840769350404;0.0285;2.357865837;2.5907e-05;0.041634;0.820774;0.0
306000;0.2159800774576368;0.0285;2.357865837;1.9913e-05;0.043548;0.786908;0.0
309600;0.21114136494229574;0.0285;2.357865837;1.0054e-05;0.042154000000000004;0.751014;0.0
313200;0.2146037272506839;0.0285;2.357865837;2.514e-06;0.040629;0.724367;0.0
316800;0.2011621946707976;0.0285;2.357865837;0.0;0.037935;0.718895;0.0
320400;0.20918673867096224;0.0285;2.357865837;0.0;0.036929000000000003;0.749768;0.0
324000;0.21727381393422873;0.0285;2.357865837;0.0;0.036215000000000004;0.808964;0.0
327600;0.23356032562336748;0.0285;2.357865837;0.0;0.03276;0.8161470000000001;0.0
331200;0.2012598298115426;0.0285;2.357865837;0.0;0.031872;0.769558;0.0
334800;0.17469660109683224;0.0285;2.357865837;0.0;0.034656;0.735915;0.0
338400;0.10929696644336089;0.0285;2.357865837;0.0;0.03517;0.742515;0.0
342000;0.0818526613408803;0.0285;2.357865837;0.0;0.037551;0.751057;0.0
345600;0.0715660971914453;0.0285;2.357865837;0.0;0.041299;0.744282;0.0
349200;0.06305188018523974;0.0285;2.357865837;0.0;0.046095;0.75817;0.0
352800;0.06563288140843862;0.0285;2.357865837;0.0;0.050473;0.76486;0.0
356400;0.061866040775100835;0.0285;2.357865837;0.0;0.055128;0.762285;0.0
360000;0.09949684794977659;0.0285;2.357865837;0.0;0.06264800000000001;0.753576;0.0
