Time;Command;Communication;Healthcare;Accommodation;Dining;Recreation;Periphery;Maintenance;Waste;ElecLoadVehicles;H2LoadVehicles;DieselLoadVehicles;CH4LoadVehicles;Elec_Central;PV;Solar_Thermal;Wind;Heating_Central;Cooling_Central
2025-01-01 00:00;load;load;load;load;load;load;load;load;load;load;Massflow;Massflow;Massflow;load;Generation;Generation;Generation;load;load
s;MW;MW;MW;MW;MW;MW;MW;MW;MW;MW;kg/h;kg/h;kg/h;MW;MW;MW;MW;MW;MW
true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
28800;0.28034869733099066;0.23509982111177932;0.40233983753960756;0.12840443240810398;0.4817432815111941;0.02032601823874355;0.12793185576048358;0.12711461983754344;0.16994761779463505;0.030628525248675632;2.5344980060645064;8.132508230342784;12.787419171954195;1.9732561815330814;0.0;0.0;0.078403;0.598634;0.0
32400;0.309439020453514;0.21029391892967922;0.44513497638569127;0.08388965032423659;0.43767184966054856;0.014024096811575118;0.132991414907806;0.12525552971126921;0.18683720793587938;0.031258514401893096;2.5439213627080743;7.089435928115392;11.428364867157907;1.945537665120199;0.0;0.0;0.07492499999999999;0.6076130000000001;0.0
36000;0.3232413350076594;0.2078713858058422;0.5379072086263987;0.09927975562875008;0.4907419287926824;0.021091461448145034;0.14510927535747445;0.15277062059758467;0.17664796190163623;0.027366712221915175;2.549788874952059;8.517328701461384;13.167219487476126;2.1546609331661735;6.182e-06;1.748273502146457e-05;0.069664;0.6022029999999999;0.0
39600;0.31152498353518493;0.20986033958996614;0.47750326910933905;0.13385207894101703;0.5849294892476462;0.019401339553816788;0.13479887140820407;0.15558830753713507;0.19539748126757148;0.025709236414115648;2.2725274865868568;8.607080127741163;11.093212985123714;2.2228561601898806;3.8784999999999995e-05;0.00010968422481518978;0.056989;0.586864;0.0
43200;0.3313368070220167;0.24189387817028252;0.4181743900984403;0.15264157436755188;0.5850705307555818;0.023703679918570635;0.13629567526378936;0.13712383334828396;0.19687127093797283;0.026078121511328812;2.2463376124802985;7.4647455354334635;12.406597746344337;2.22311163988249;9.5523e-05;0.000270139646951692;0.066548;0.5716910000000001;0.0
46800;0.29612166148778457;0.26580427717487454;0.5103580006489051;0.1704658964193453;0.48748393058239414;0.0214994266996673;0.13554037194850743;0.1497040590754446;0.17540065284382986;0.0308143083303566;2.197521004713975;8.339875789371535;11.782516440418096;2.2123782768807527;9.3361e-05;0.00026402549730491;0.075445;0.556052;0.0
50400;0.3212428200232448;0.21953981900420683;0.44020097408199255;0.13855541020647563;0.45330319012216164;0.02257653327385937;0.14063342298015175;0.13258532304497372;0.18597081971879656;0.03063476558858884;2.2943799978874257;8.070568563527377;11.537582323274277;2.054608312455863;5.7927e-05;0.0001638179216416011;0.074172;0.538539;0.0
54000;0.34705539658702883;0.22347790257285116;0.45999181612192364;0.1356430669596377;0.43141387584779417;0.038253537110401;0.13053600825341746;0.1515629489474937;0.1943447690884392;0.027198861241852387;2.3525723654382227;7.5449157304681265;11.718167357268507;2.1122793214889866;1.6817000000000002e-05;4.7558582150755364e-05;0.06969299999999999;0.52725;0.0
57600;0.2880258424581959;0.20934342225133498;0.4203915412281319;0.1333251841973026;0.4448704535766088;0.050193973123232455;0.12841042393545657;0.111098567056422;0.18487402857848723;0.02622024487194301;2.4714334728840286;7.562613531055364;11.635363956685888;1.9705334364051725;0.0;0.0;0.073063;0.531263;0.0
61200;0.2931535958062968;0.1953762189401824;0.438287566187509;0.1662391435235802;0.5226672925720877;0.056323298813618354;0.12243681381809032;0.12697148737293457;0.2080491930139216;0.02638092497380143;2.2486548300515734;8.100437886623688;11.599833935705929;2.1295046100482207;0.0;0.0;0.078179;0.5626530000000001;0.0
64800;0.26690955840189473;0.2132297808123133;0.33220336818286383;0.2165449335575876;0.5185011620197613;0.08668025995592149;0.12407052553240455;0.10577924533341707;0.1798731587868003;0.02654418448030427;2.1875232847622716;8.628697460128452;12.841231872979037;2.043791992582964;0.0;0.0;0.08126399999999999;0.616565;0.0
68400;0.22065048594833614;0.24362097762375293;0.3157832014416908;0.4995822722429029;0.6113634896780422;0.09236775199047359;0.1360722951241087;0.09652566729087086;0.1893058550899556;0.02771148263957874;2.5746540096983352;7.5689550497102065;11.823160279504876;2.405271996430134;0.0;0.0;0.08447299999999999;0.631838;0.0
72000;0.14784647888006683;0.24265595531363934;0.21320646703492957;0.5280910255827707;0.49843634360355404;0.10147828217320004;0.13816013155647083;0.06502829841928244;0.19680683729823656;0.028333751816256414;2.4954088936605765;7.255173633821195;12.315618176228481;2.1317098198621505;0.0;0.0;0.08752;0.605205;0.0
75600;0.11473841633498366;0.24236081831213943;0.1389549029253744;0.5198385902319326;0.21694940981692054;0.08659172190898203;0.13566996291721206;0.04898419204712653;0.16328176698632743;0.028964350035547537;2.157111807463125;7.320903523382892;11.953976745366937;1.6673697814809985;0.0;0.0;0.083228;0.58794;0.0
79200;0.07027381929336154;0.2253867441372002;0.0994997646272682;0.31615597260022593;0.06546111004571711;0.042031382941404766;0.1341400052539963;0.02958810260545364;0.14748560750970902;0.030274872796073472;2.4392713250198033;7.085828462386662;12.495799966344494;1.1300225090143365;0.0;0.0;0.08126399999999999;0.60264;0.0
82800;0.07656725436275848;0.19478555842703177;0.10161177122126862;0.12475214707561397;0.06463022172390409;0.020168966498982747;0.12993616240032413;0.030901005288138737;0.07887018250804477;0.03074265528067708;2.1754749470435466;7.294880812910102;11.998430347997301;0.8222232695060673;0.0;0.0;0.088088;0.619242;0.0
86400;0.06688896988713026;0.18475565430206164;0.09753527757360732;0.05428595246513908;0.05908966703437515;0.009953535042163121;0.1268828487725772;0.02816267535507772;0.03812287086530974;0.026323554306899963;2.169944586313129;7.706422105297308;11.96185499232568;0.6656774512974413;0.0;0.0;0.09006;0.623345;0.0
90000;0.06342911943850219;0.18123902351147386;0.1024519424151768;0.043310376273682734;0.06416136277801784;0.0050068826166534556;0.1270227004636309;0.030286968645076646;0.018282690680751577;0.031077340028713447;2.26926793582475;7.141836017635926;11.339069809734202;0.635191066822966;0.0;0.0;0.093723;0.6449320000000001;0.0
93600;0.07199914006423956;0.18079222125449046;0.10107337320274327;0.02794534524823608;0.06191487127533711;0.008145321638406706;0.11287459959446393;0.03256275339162141;0.01952570882024119;0.030375532357120053;2.5140314838894837;7.939745603749567;12.483541847696568;0.6168333344897797;0.0;0.0;0.09376999999999999;0.660723;0.0
97200;0.06630264301980258;0.19844166796125137;0.09678876001652861;0.02473202678673251;0.05589532254563175;0.006648345960703394;0.12291813718970843;0.032954923549418466;0.018008883835329323;0.029453706041004543;2.1688372733695127;7.747554156497753;13.169166695117674;0.6226907108651064;0.0;0.0;0.089374;0.668591;0.0
100800;0.06948274001138871;0.20499401606292367;0.09836303549028286;0.12047891121277543;0.2251403141884285;0.020272583619147643;0.10902660191143665;0.028008850890194458;0.06465334911234186;0.02568918475297721;2.199615984618952;7.2695242695707964;12.807200781495446;0.9404204024989198;0.0;0.0;0.083854;0.67092;0.0
104400;0.15366030584823667;0.2373218035139989;0.20988550697384017;0.3613049663518352;0.5711922949462789;0.030638735327954792;0.1254181804977689;0.0639913734270238;0.15091299936903319;0.02783148544861881;2.3466330245215574;7.624109815544105;12.882191407612352;1.9043261662559707;0.0;0.0;0.080166;0.676843;0.0
108000;0.21337059939586397;0.2506627653913088;0.29611972000390163;0.5639975433016903;0.5709606495770996;0.04979522671650461;0.16378078166861698;0.08282077473681838;0.20544944255033265;0.026495970752981615;2.4510821893233374;8.034619811178562;12.835241837546977;2.396957503342137;0.0;0.0;0.073128;0.696331;0.0
111600;0.2725762298972668;0.24759424977104805;0.43497734430831975;0.2546817669866086;0.47399326477509496;0.024285377507058663;0.13620334255571737;0.1263231389431057;0.19213516029292382;0.02693949150057592;2.222023766506302;8.093197339373342;12.713242630275023;2.1627698750371436;0.0;0.0;0.06624899999999999;0.73119;0.0
115200;0.31022613075127015;0.24318534860971128;0.43732464142255867;0.12586529055424867;0.4620272152803107;0.01948660603779417;0.132040413473854;0.12264357315234825;0.17585243744204107;0.030917939574247936;2.471216724428252;8.474921167504451;13.122574344614366;2.028651656724137;0.0;0.0;0.05898;0.755428;0.0
118800;0.3264846304735806;0.197506960927736;0.473784467923984;0.08994006672046145;0.45135168676369447;0.013876727888110483;0.12136225650433556;0.13899012103640757;0.1713094078159207;0.0271334501160217;2.3750257049399384;7.851770027043;12.875471194988743;1.9846063260542308;2.2155e-05;6.265447984479901e-05;0.049517000000000005;0.763897;0.0
122400;0.3454057760052316;0.23674117761523472;0.5384928889768388;0.09663538858796562;0.44250299525684506;0.018311808239135433;0.13385399844304202;0.1572400157108833;0.159916293253153;0.028082191669023357;2.390546016016624;7.387116026774391;12.651842584282598;2.1291003420883294;6.719799999999999e-05;0.00019003636816117373;0.040744999999999996;0.754273;0.0
126000;0.3585987130391266;0.19194321516361235;0.48306766348690805;0.1231029508644298;0.5807191137405973;0.01993120533701817;0.12853947331816024;0.1420095229508715;0.192632940462202;0.030334159966096664;2.297915126015878;8.076251806418187;13.336717089910648;2.220544798362926;9.6402e-05;0.00027262546450003677;0.038130000000000004;0.732324;0.0
129600;0.29155439482376266;0.221818213066185;0.4772855765646443;0.1356712132930073;0.6284866037851163;0.021972779037255145;0.14178714403957846;0.1306089747249139;0.20427377166484526;0.025928358706079666;2.5523331822095456;8.262241249234899;12.456186369308204;2.2534586709993083;0.00010536700000000001;0.0002979785410881037;0.049668;0.710739;0.0
133200;0.3422662361919042;0.26989645887156705;0.44522691345335913;0.14875527787489354;0.4803457918272147;0.018634675094388754;0.1561881797207085;0.13597200374407506;0.1635725406775226;0.028591911529696302;2.571543343206388;7.683151078489624;12.873747808745845;2.1608580774556336;9.632e-05;0.00027239356798244374;0.050806;0.6887300000000001;0.0
136800;0.33926148509229853;0.2193045089511158;0.47527036576473797;0.12092844101683019;0.39231982008050387;0.0227873155226781;0.13392558643737285;0.15643940226780312;0.1815359070998308;0.027997481574175746;2.498842018474533;7.4737553294481485;11.930381899602713;2.041772832233171;7.4561e-05;0.00021085897863724033;0.043082999999999996;0.6645650000000001;0.0
140400;0.3153684476048589;0.2471111929916202;0.5336535828793544;0.14741987776544924;0.4412714289026304;0.03746450911637059;0.14399898137233086;0.13759188648391646;0.18180996084868314;0.026936701117974214;2.4539658965927114;7.815827488798435;11.705924084135402;2.185689867965214;3.1549e-05;8.922077114076118e-05;0.035404000000000005;0.648226;0.0
144000;0.27167824476874475;0.23210241307253;0.41470735771107203;0.12455906759228136;0.4699639143877525;0.04954756841459304;0.11815461166419078;0.11174002787392157;0.16406112281336888;0.0296911562223038;2.492013398294056;7.983711447778146;11.750842431243559;1.9565143282984547;0.0;0.0;0.036643999999999996;0.650744;0.0
147600;0.2557304066431988;0.19848631119631602;0.3833336887166686;0.17702087210710926;0.5185843409764064;0.05727479653922558;0.11732317415244366;0.11033983614252135;0.19932889120691707;0.02646694680431034;2.3336446584791917;8.150815814022831;12.671065297798627;2.0174223176808064;0.0;0.0;0.037793;0.686647;0.0
151200;0.23194814251752954;0.2364705632961202;0.3423887464112706;0.25828469390854975;0.5477348149595612;0.08428563255387393;0.14437142675026535;0.10092065960003659;0.19208998270939048;0.02994525192235168;2.42828465983245;7.5922942535704205;13.067377235451408;2.1384946627065977;0.0;0.0;0.034921;0.749663;0.0
154800;0.20933145476777998;0.20905612798873957;0.3081536192399892;0.4838407672938799;0.6067647955332782;0.10952675783060896;0.13460405409581358;0.09746727225885211;0.17316804762580684;0.02713490237818796;2.1876160397944076;8.421039977781291;12.50804994798026;2.3319128966347487;0.0;0.0;0.030513000000000002;0.7654;0.0
158400;0.1512733977759325;0.20995062260432779;0.21252842751758308;0.5016900255106571;0.4962207471962484;0.10170644245313017;0.13270692664090658;0.06535267905056603;0.18244288872835715;0.029024623378740073;2.2692649494295263;8.461550045247222;11.249059286149423;2.053872157477709;0.0;0.0;0.027100000000000003;0.730435;0.0
162000;0.11196252253659378;0.23710739759264812;0.1614519758572752;0.5535060338636153;0.2304811914912994;0.08737179069247228;0.1478733692936011;0.049311010087324296;0.18163004191462112;0.029945042889073875;2.2125528583611542;8.375527638640456;11.9890715439786;1.7606953333294504;0.0;0.0;0.025515999999999997;0.7069840000000001;0.0
165600;0.06705591055762125;0.22620302672766632;0.10522404001666662;0.32547801677014976;0.060074757589411346;0.040601197422086406;0.14724918167889217;0.02822453979342467;0.15093511587948438;0.026874753128374968;2.3232952013537838;7.243786247317734;11.810386589946429;1.151045786435403;0.0;0.0;0.024503;0.721992;0.0
169200;0.06635396413758674;0.20674326652327246;0.09194669190479296;0.12590610323810675;0.06265899073539613;0.020153708438863036;0.13964617174801391;0.028420755872711635;0.08382403379555246;0.03074758071485611;2.351039638224234;7.39386159512483;12.712545631369414;0.825653686394296;0.0;0.0;0.024196000000000002;0.739151;0.0
172800;0.06423961568911798;0.19644604946491853;0.0921302081178041;0.061894535100507256;0.059598532635051604;0.01094807809052335;0.12996024093592914;0.03191615162707986;0.03640604764120431;0.026439332663865608;2.2776427259711234;8.450220647347923;11.940677703352174;0.683539459302136;0.0;0.0;0.02443;0.741311;0.0
176400;0.06757324674627285;0.18357684576634486;0.10659770896387127;0.04738748819256091;0.0614886710164227;0.005442830182821452;0.12400385106099832;0.0311791579200653;0.020440780838151307;0.02646378820613583;2.243671797338053;8.29839335458555;12.942291411198342;0.6476905806875088;0.0;0.0;0.024356000000000003;0.76416;0.0
180000;0.07294042543327378;0.19256285773078086;0.09917123043619089;0.03285480210575888;0.06040566511975523;0.008023426169341884;0.11592835129265439;0.029062330811799434;0.020828288630458148;0.029881521308677356;2.418110364552084;7.658602118328017;12.02754474636111;0.6317773777300134;0.0;0.0;0.023663;0.779988;0.0
183600;0.07040711320865284;0.19361359600536157;0.0946968413427751;0.021855665927860816;0.05894376817955979;0.0074359983528363835;0.12710711803279984;0.02964579158734399;0.020610627156484297;0.029361439540654576;2.284308730559241;7.6158519748123865;13.080257482746502;0.6243165197936748;0.0;0.0;0.023611;0.78637;0.0
187200;0.07417754266393853;0.19639870690861186;0.09569393282777894;0.12541732708846984;0.2495851345563225;0.023096052424105614;0.1196177030194885;0.02941926495292885;0.0558352399649997;0.0293583857431586;2.419300062315669;7.220922138892503;12.69309538027409;0.9692409044066443;0.0;0.0;0.024649;0.786202;0.0
190800;0.12878844332025205;0.20325468362613958;0.1830701334046281;0.39464527303100433;0.5611301994544425;0.03009726174069108;0.14629995801375256;0.0579754609823461;0.16233709312170333;0.02612643606349923;2.552599849301436;7.713974597305767;11.198974319381707;1.8675985066949599;0.0;0.0;0.027575;0.790219;0.0
194400;0.22047326042087184;0.23446782266352137;0.2865290917582106;0.5336175650677984;0.6237060135431413;0.0472955981988318;0.13760044622083556;0.09822856419376434;0.17944767454520325;0.031231427826621787;2.2128496419116366;8.334887908756555;13.22910243689002;2.3613660366121785;0.0;0.0;0.02896;0.8099700000000001;0.0
198000;0.25470067048758227;0.21712658271043395;0.4280926962827173;0.22388808412902964;0.4992104147467878;0.023570660785690204;0.13801739970017712;0.12341820358573116;0.19651155596960967;0.030982160348883833;2.348354917039074;8.143542738163681;13.025884364637347;2.104536268397759;0.0;0.0;0.030046;0.847375;0.0
201600;0.28822660089667357;0.2421844466137717;0.4033425489719483;0.11927561446345367;0.49154238594549626;0.019742969329913162;0.13065060145848967;0.13040539152958164;0.1747179380333778;0.0269672186572838;2.458139528933426;8.617167373413134;11.233681191304733;2.0000884972427055;0.0;0.0;0.031435;0.872226;0.0
205200;0.32960501243813733;0.2210852680671148;0.4283846144292414;0.09766150857563696;0.42705190423739764;0.013573083200798775;0.12674779998283786;0.14402737278267014;0.198431140529894;0.026151280386039387;2.5764057582006057;7.242881929024952;12.911435512877462;1.986567704243729;7.133e-06;2.017216902428126e-05;0.032170000000000004;0.878735;0.0
208800;0.3435574893313764;0.23007488056609407;0.5349312136145505;0.10168563134534554;0.5162811861420614;0.01833736810224664;0.12476293670271973;0.15269946930279504;0.18905734006605696;0.03017579855118147;2.542021681832218;8.18083873800457;11.708705932497836;2.211387515173247;2.355e-05;6.659954865019258e-05;0.028602;0.864444;0.0
212400;0.36462863229350106;0.21958843413929074;0.4994340464265462;0.12405964334301166;0.5800686447433245;0.018752196370475056;0.1270062588105516;0.13965089312641438;0.20802223056564742;0.027983999924821767;2.4241765541140605;7.967007539107007;12.194878122126578;2.2812109798187628;4.4705e-05;0.00012642602218288152;0.021145;0.8361660000000001;0.0
216000;0.3161627615493349;0.22587742807907837;0.45377823846903226;0.14371653358700495;0.5816620968575045;0.022155843553563145;0.14450003018003973;0.13322600980823002;0.20195352564728933;0.026200378082750896;2.2797115856416768;7.25175841646233;11.09452675441425;2.223032467731077;6.0598999999999994e-05;0.00017137435450755926;0.02984;0.808495;0.0
219600;0.29771509468542845;0.2323316849193086;0.46911430177552743;0.16443099727834035;0.47712037416457675;0.020467980880863313;0.1380759074991087;0.13589693364132294;0.18881050660469462;0.028441983745354636;2.581550575354905;7.998790272579607;11.886738092497385;2.1239637814491714;4.881e-05;0.00013803498809409343;0.033114;0.780532;0.0
223200;0.30033574177427347;0.24169869668229663;0.45131590853994674;0.11486139336524002;0.4461902032571242;0.027445478480300073;0.14606606138434552;0.14248100269418804;0.17261541321813478;0.031245465432609268;2.522086026554847;8.608180277470039;11.1899629309145;2.0430098993958494;2.4297e-05;6.871206936533882e-05;0.026292000000000003;0.750321;0.0
226800;0.3464268076281199;0.23802119798674437;0.5243454330041631;0.1385780080180882;0.4102041100460135;0.03683349334433882;0.14399079656170855;0.14361048834157422;0.1950093681997572;0.031013752618150897;2.310391794562151;7.365382196234239;11.535513266989932;2.177019703130508;8.438000000000001e-06;2.386271726158493e-05;0.024418;0.729114;0.0
230400;0.287880303057382;0.2116866565978485;0.3901626792502148;0.13791448216092514;0.44230887911591665;0.053750366912662016;0.13192894473061226;0.12282352236829967;0.16547668937572818;0.03093241007904227;2.2676875200208273;8.220636319190135;13.32217821255952;1.943932523569589;0.0;0.0;0.028477;0.729165;0.0
234000;0.2638070776664822;0.19298749186042588;0.438252997874595;0.1585348819971898;0.48979999824334974;0.055805014991242095;0.13561066302333144;0.12617235797356263;0.17859570788909448;0.02927125982499104;2.513023283090291;8.636041699917026;11.471161215314659;2.0395661915192735;0.0;0.0;0.032015999999999996;0.766439;0.0
237600;0.2633397029174235;0.242197781997597;0.36455875821665673;0.23633805072686198;0.5751501186527458;0.09111557357407901;0.12772170744571082;0.1150210530069857;0.18446212667446354;0.030746226269237772;2.249463368932906;7.799095072293612;10.936728157058138;2.199904873212524;0.0;0.0;0.031521;0.8335199999999999;0.0
241200;0.20524350618220577;0.2119564658562571;0.3025781556279538;0.46978861512826986;0.6394975208560781;0.10976904978663717;0.1441449806651941;0.08215445142682144;0.1883402430133145;0.03100085263631046;2.306156319825784;7.152191491503499;12.729660500219262;2.3534729885427317;0.0;0.0;0.027229;0.8476520000000001;0.0
244800;0.15244362087774466;0.21946068473785676;0.1821065681366016;0.5071745375798894;0.5266999875392043;0.09853589239897678;0.14537473887872043;0.054342325394191995;0.1869313500892815;0.028769661648259483;2.409960708833683;7.833596027322887;12.980773972539938;2.0730697056324674;0.0;0.0;0.020992;0.805674;0.0
248400;0.09484883712240481;0.22861998597382055;0.14992234648138045;0.576335169907939;0.2274632114529779;0.08998711381964428;0.1328895857105571;0.043996949356921604;0.1769677686730441;0.025913314627315644;2.415365908915666;8.394018876119501;12.986082156164995;1.7210309684986895;0.0;0.0;0.018103;0.776605;0.0
252000;0.06686092650439773;0.2243196809882498;0.10625073763347097;0.3166369865522668;0.05769324518421995;0.03824231135351226;0.14286970038702315;0.03097501744100471;0.1441576849628232;0.02661229870790436;2.477040617357843;7.693326435871367;11.702589492815443;1.1280062910069686;0.0;0.0;0.019967;0.7897609999999999;0.0
255600;0.06430257321018472;0.22947523318630988;0.10576151178663784;0.12120891761588959;0.05601148433175584;0.021180668086158327;0.12016683639711881;0.0326107167269615;0.07595202337270274;0.029248534940889543;2.1700105424124914;7.908063553597321;12.21264331087531;0.8266699647137192;0.0;0.0;0.01933;0.805055;0.0
259200;0.06984981848059055;0.2181763884517467;0.09262839933852962;0.06504669811398908;0.06453832545114593;0.01064397661978676;0.11293634564528451;0.03114966615581719;0.038280315502660645;0.03043382003615301;2.163567157784604;7.518208226847024;13.344758512335279;0.703249933759551;0.0;0.0;0.016143;0.803844;0.0
262800;0.06840497921016987;0.21597131946047252;0.09989976829173186;0.04802696904426298;0.06337083005139217;0.0049577825039294745;0.12583180095387614;0.02852039970792678;0.018991477847073286;0.026372578748662737;2.4137183007814302;8.32065594941645;12.507752031272528;0.6739753270708351;0.0;0.0;0.014469;0.824863;0.0
266400;0.0647477745517908;0.2033392721957182;0.09109216372493367;0.029000331490305908;0.06153189874795774;0.007867377156510499;0.1161315849393387;0.03018270134088347;0.021721182038432055;0.03022755543015735;2.196627446342761;8.29561490403722;12.742165213483743;0.6256142861858711;0.0;0.0;0.014845;0.838017;0.0
270000;0.07049413160521655;0.21319537367827365;0.10733902657539325;0.022538245518979764;0.06310936998165186;0.006493132958218262;0.12676336433710358;0.03199694203549582;0.018764294529417417;0.030373164990972833;2.4490145584279976;7.264778440119537;12.700824956514277;0.6606938812197501;0.0;0.0;0.017009;0.840808;0.0
273600;0.06475685091986493;0.18505174776598338;0.09023459177661898;0.11772607246609755;0.2543816021837609;0.021546712766739026;0.12806057965185308;0.03253689197359204;0.0658389198993859;0.02611741649595128;2.2713509551046136;7.734506808194761;12.036368518505391;0.9601339694038957;0.0;0.0;0.01891;0.836453;0.0
277200;0.1461594108747772;0.22834462963172328;0.21498979485956796;0.36597348283216347;0.5279335970637131;0.027596125886967672;0.13310843957048285;0.059120103895472696;0.15802044538634483;0.02667163269616159;2.4321753329746247;7.122013879423843;13.144307250371206;1.861246030001213;0.0;0.0;0.021941;0.836409;0.0
280800;0.23019341926146564;0.23141560762845828;0.276022660622597;0.5835389516239475;0.6401766821918676;0.049397338051067406;0.15444412059009677;0.08200464619456707;0.1877369911017241;0.030966746930251338;2.131661035832339;8.137208142322999;11.286737687330257;2.4349304172657913;0.0;0.0;0.027191;0.852761;0.0
284400;0.2798312612924794;0.22216202206795338;0.3930637936000311;0.237035473334491;0.43660088181341417;0.02525410062960439;0.1311524630549783;0.11509753571841325;0.19725946972245864;0.028366782390553312;2.3368787238971653;8.19833480151558;12.995499774406605;2.0374570012338236;0.0;0.0;0.030726;0.8872340000000001;0.0
288000;0.3255585448909115;0.21076475305006157;0.41847683991591234;0.13079651660381006;0.5220679765989977;0.020745055685473916;0.1424167434586478;0.13838719660968996;0.19443915819945673;0.028791981798927148;2.1355288156975836;7.994024139936514;11.871484068155942;2.1036527850129616;0.0;0.0;0.032884000000000004;0.908045;0.0
291600;0.3021445200641562;0.2298075911124626;0.47736438604737885;0.08605874970576152;0.45112279473409833;0.014363421833820604;0.1378894138243837;0.12865656222053445;0.1988776596397587;0.02747220581348996;2.492859778796993;8.3156623873962;10.95086196506835;2.026285099182355;3.2269999999999998e-06;9.125976369179256e-06;0.032448;0.909408;0.0
295200;0.37588959492595764;0.2266533498780861;0.5027094627300345;0.0990529613217935;0.5025296320250581;0.021659230786169076;0.1257648569245702;0.13989461918741844;0.17755158365678253;0.030177208535367955;2.2256026657977914;8.067730240000172;12.687710421453192;2.17170529143587;2.0239e-05;5.7236019750796083e-05;0.035137999999999996;0.889119;0.0
298800;0.34894431472642573;0.1966214769768772;0.49762366240099015;0.13999150745885922;0.5927761742546336;0.021158209430048314;0.12460397877891899;0.14890434568577063;0.1842683090220296;0.026452469296743945;2.5039099035847996;8.219884784855145;12.471806605958886;2.2548919787345536;2.4024000000000002e-05;6.794002364213277e-05;0.038259;0.8545410000000001;0.0
302400;0.29851266129329995;0.21150575653969067;0.4219567482812757;0.15298416930926023;0.5400231443441518;0.02337416809305478;0.14448997051349186;0.13338062930125683;0.19247857001949306;0.028836188437411318;2.5095327800286342;7.804579777808886;12.064472264506794;2.1187058176949747;2.5158000000000002e-05;7.114698280006561e-05;0.041634;0.820774;0.0
306000;0.3547421195173287;0.27482176792896296;0.4764189592015643;0.17174543914024223;0.47084555724870536;0.021550592615780215;0.16061185413653856;0.15273983359262855;0.17654274607869863;0.02628805599591189;2.1273176013040844;7.974496032485489;11.821595332234294;2.2600188694604495;1.9049e-05;5.3870692239385074e-05;0.043548;0.786908;0.0
309600;0.3062348974149247;0.2171793769568188;0.4710904571638456;0.11816099105699729;0.39042242060692606;0.023832855138987637;0.1440463060664932;0.1405600267580981;0.1872466887590779;0.028077249594799295;2.3335413740435773;7.731760174501486;11.708081514669908;1.9987740199221693;8.988e-06;2.5418120733245476e-05;0.042154000000000004;0.751014;0.0
313200;0.36450643816198663;0.21224024128476796;0.45220460857951783;0.12807642693821486;0.4484602555712128;0.03808685633389144;0.1459799045619726;0.15926873936925864;0.21017276957855874;0.026436245255844062;2.482702257991271;7.481279455736254;12.846970365362587;2.1589962403793814;1.2829999999999998e-06;3.6283320984372433e-06;0.040629;0.724367;0.0
