Time;Command;Communication;Healthcare;Accommodation;Dining;Recreation;Periphery;Maintenance;Waste;ElecLoadVehicles;H2LoadVehicles;DieselLoadVehicles;CH4LoadVehicles;Elec_Central;PV;Solar_Thermal;Wind;Heating_Central;Cooling_Central;Temperature
2025-01-01 00:00;load;load;load;load;load;load;load;load;load;load;Massflow;Massflow;Massflow;load;Generation;Generation;Generation;load;load;Temperature
s;MW;MW;MW;MW;MW;MW;MW;MW;MW;MW;kg/h;kg/h;kg/h;MW;MW;MW;MW;MW;MW;MW
true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
3600;0.06684401355718526;0.20024725983200473;0.10207463038847195;0.05246805441284086;0.05599621969343688;0.0053118467029029445;0.12552317572580696;0.031169078866634246;0.01893937526674178;0.03102687209507592;2.5450079240501946;8.068228808686195;12.5360451709308;0.6585736544460257;0.0;0.0;0.10499;0.868346;0.0;3.314
7200;0.06635087039619376;0.19161782366423857;0.09448194688394423;0.027633854282689586;0.06353535947511497;0.007588806135530974;0.11330906343561348;0.028935815878744716;0.020848697363329408;0.02677302602115107;2.3486755916352062;8.532183663918483;11.32610413848266;0.6143022375153997;0.0;0.0;0.094735;0.896293;0.0;3.263
10800;0.06997274221476583;0.1974526453258582;0.10377888329082254;0.02356773644800774;0.05756715663330495;0.0068142176653118594;0.1101981026473294;0.03202942837759899;0.021046983274995195;0.027492367729359254;2.4823147918465134;7.816766417369882;12.513433401332664;0.6224278958779949;0.0;0.0;0.084191;0.913177;0.0;3.157
14400;0.07056098990740148;0.18418093700554053;0.09573869150906349;0.12949942705093365;0.24674651458924404;0.020929073384703317;0.11143912999289889;0.02806358971250828;0.06569729825499807;0.029757526758752605;2.2503559453478474;8.485752490390963;12.454706503744674;0.9528556514072917;0.0;0.0;0.077298;0.922057;0.0;3.08
18000;0.12855207307512345;0.21497547581646947;0.21448174262408204;0.3541892130801703;0.5208157191839866;0.02942133707234415;0.13366583525918974;0.0655095479582691;0.15278245765114085;0.028073260656475422;2.313861053187637;8.421932043598204;12.458934127184177;1.8143934017207757;0.0;0.0;0.068121;0.935433;0.0;2.964
21600;0.19105676664304208;0.2511758342982843;0.2743769167956867;0.5296594153477322;0.6191943846628023;0.050768945073669046;0.1409496868718082;0.08159661461753873;0.1836758191504858;0.026681636870111495;2.532155455961187;8.226248431227535;11.430115396911312;2.322454383461049;0.0;0.0;0.06281199999999999;0.967249;0.0;2.79
25200;0.2540608566390637;0.23514586849253663;0.43359625533283536;0.24639776062956087;0.4374518195543486;0.02554065951860811;0.13308249237199737;0.12739960644579731;0.21465858009206226;0.031062778920609956;2.575461275879285;7.610524434891233;11.427568306153569;2.1073338990768105;0.0;0.0;0.058854;1.020294;0.0;2.653
28800;0.2955118031844433;0.23136996925081577;0.4238098256241836;0.12203863836290159;0.44737726750330636;0.019927761293303346;0.1349034873761864;0.12093738200647257;0.18095989275448784;0.028472224034680263;2.2734479122352083;8.280995683798952;12.381289072131354;1.9768360273561003;0.0;0.0;0.055420000000000004;1.058396;0.0;2.602
32400;0.3069097290613115;0.20379481728579577;0.426866984970259;0.09781587763226451;0.4403297714813369;0.013625625787815496;0.12049285017310912;0.13718666273993854;0.1890170671431214;0.029720341794816165;2.4214726655643073;7.387121623151858;11.250779756937124;1.936039386274952;0.0;0.0;0.049661000000000004;1.074111;0.0;2.354
36000;0.37515073569753354;0.2375869613796977;0.47510294760206767;0.10135036292251573;0.5241903307194579;0.021299388302294244;0.12149687477274933;0.16193259349998004;0.1849953992144584;0.026210313241727026;2.4678649957817864;7.203900138296607;11.698512508558927;2.2031055941107542;6.26e-07;1.7703319513809156e-06;0.044494;1.063931;0.0;2.138
39600;0.3186076148897799;0.20462845732683857;0.4951668528030797;0.14176550217474707;0.5754789348519754;0.02158610183220352;0.12905577388264555;0.1458385503727178;0.21068884891629633;0.0300953562386888;2.3375760118221574;7.23413029332892;12.403212270049565;2.2428166370502836;1.3086e-05;3.700729060027262e-05;0.04199;1.035809;0.0;2.371
43200;0.33270335190602773;0.21991010924788948;0.4653456939247658;0.14915021454172103;0.5688244547365254;0.024202370895731157;0.1446845231011312;0.12901400624712725;0.20071449533618463;0.02781189380445645;2.577457252440337;7.278766278733571;11.957788249119783;2.2345492199371035;2.8193000000000003e-05;7.972998195731973e-05;0.038979;1.0076509999999999;0.0;2.478
