loc,lat,lon,avg_temp,avg_summer,avg_winter,avg_cop
HWS,41.51511297,-0.664543483,15.421445319634707,25.113557971014494,7.3874249999999995,3.7292891116238462
HW,57.48221527,-4.783219763,6.87849189497717,12.606607336956523,2.6738074074074074,2.4155310170281723
HS,35.05327139,33.21302205,20.585507648401826,28.836596467391303,12.510997222222223,4.524790698043538
LWS,62.31787143,23.71525283,3.817246232876712,15.042946557971016,-6.274405555555556,2.1794590695606444
MWS,45.43269156,5.339803552,10.985779223744293,20.540177083333333,2.6021569444444443,3.05263255831947
